BD|Correção
Faculdade Anhanguera Educacional Pelotas|Universidade Anhanguera
Faculdade Anísio Teixeira de Feira de Santana|Faculdade Anísio Teixeira de Feira de Santana
Faculdade Atlântico Sul de Pelotas/Anhanguera Educacional|Universidade Anhanguera
Faculdade Atlântico Sul/Anhanguera Educacional|Universidade Anhanguera
Faculdade de Administração da PUC-Campinas|Pontifícia Universidade Católica de Campinas
Faculdade de Agronomia e Medicina Veterinária da UnB|Universidade de Brasília
Faculdade de Agronomia e Medicina Veterinária, Universidade de Passo Fundo|Universidade de Passo Fundo
Faculdade de Agronomia Eliseu Maciel (FAEM/UFPel)|Universidade Federal de Pelotas
Faculdade de Agronomia, Medicina e Veterinaria, Universidade de Passo Fundo|Universidade de Passo Fundo
Faculdade de Arquitectura da Universidade Técnica de Lisboa (FAUTL)|Universidade Técnica de Lisboa
Faculdade de Ciência e Tecnologia Albert Einstein|Hospital Israelita Albert Einstein
Faculdade de Ciências Agrárias e Veterinárias - Unesp|Universidade Estadual Paulista
Faculdade de Ciências da Universidade de Lisboa|Universidade de Lisboa
Faculdade de Ciências Farmacêuticas e Bioquímica Oswaldo Cruz|Fundação Oswaldo Cruz
Faculdade de Ciências Farmacêuticas, Universidade de São Paulo|Universidade de São Paulo
Faculdade de Ciências Mádicas da Santa Casa de São Paulo|Faculdade de Ciências Médicas da Santa Casa de São Paulo
Faculdade de Ciências Médicas da Santa Casa|Faculdade de Ciências Médicas da Santa Casa de São Paulo
Faculdade de Ciências Médicas da Santa Casa de Misericórdia de São Paulo.|Faculdade de Ciências Médicas da Santa Casa de São Paulo
Faculdade de Ciências Médicas da Santa Casa de São Paulo (FCMSCSP)|Faculdade de Ciências Médicas da Santa Casa de São Paulo
Faculdade de Ciências Médicas da Santa Casa de São Paulo,|Faculdade de Ciências Médicas da Santa Casa de São Paulo
Faculdade de Ciências Médicas da Universidade Estadual de Campinas|Universidade Estadual de Campinas
Faculdade de Ciências Médicas de Belo Horizonte|Faculdade de Ciências Médicas de Minas Gerais
Faculdade de Ciências Médicas de Minas Gerais Belo Horizonte|Faculdade de Ciências Médicas de Minas Gerais
Faculdade de Ciências Mèdicas Santa Casa|Faculdade de Ciências Médicas da Santa Casa de São Paulo
Faculdade de Economia, Administração e Contabilidade da USP|Universidade de São Paulo
Faculdade de Economia, Administração e Contabilidade de Ribeirão Preto (FEA-RP/USP)|Universidade de São Paulo
Faculdade de Educação da Universidade Estadual de Campinas|Universidade Estadual de Campinas
Faculdade de Educação da Universidade Federal de Uberlândia|Universidade Federal de Uberlândia
Faculdade de Educação da Universidade Metodista de São Paulo|Universidade de São Paulo
Faculdade de Enfermagem Anhanguera de Pelotas|Universidade Anhanguera
Faculdade de Enfermagem da Anhanguera|Universidade Anhanguera
Faculdade de Enfermagem da UERJ|Universidade do Estado do Rio de Janeiro
FACULDADE DE ENFERMAGEM DO HOSPITAL ISRAELITA ALBERT EINSTEIN|Hospital Israelita Albert Einstein
Faculdade de Enfermagem do Hospital Israelita Albert Einstein (FEHIAE)|Hospital Israelita Albert Einstein
Faculdade de Engenharia de Alimentos da Universidade Estadual de Campinas|Universidade Estadual de Campinas
Faculdade de Engenharia de Alimentos, Universidade de Campinas (UNICAMP)|Universidade Estadual de Campinas
Faculdade de Farmácia, Universidade Federal de Goiás|Universidade Federal de Goiás
Faculdade de Filosofia Ciências e Letras de Ribeirão Preto-USP|Universidade de São Paulo
Faculdade de Filosofia, Letras e Ciências Humanas da USP|Universidade de São Paulo
Faculdade de Geofísica (UFPA)|Universidade Federal do Pará
Faculdade de História da PUC-Campinas|Pontifícia Universidade Católica de Campinas
Faculdade de Letras da Universidade de Lisboa|Universidade de Lisboa
Faculdade de Letras da Universidade do Porto|Universidade do Porto
Faculdade de Medicina Albert Einstein|Hospital Israelita Albert Einstein
Faculdade de Medicina Anhembi-Morumbi|Universidade Anhembi-Morumbi
Faculdade de Medicina Anhenbi-Morumbi|Universidade Anhembi-Morumbi
Faculdade de Medicina da Fundação do ABC Santo André|Faculdade de Medicina do ABC
Faculdade de Medicina da Fundação Universidade Federal do Rio Grande|Fundação Universidade Federal do Rio Grande
Faculdade de Medicina da Santa Casa-SP|Faculdade de Ciências Médicas da Santa Casa de São Paulo
Faculdade de Medicina da UFBA|Universidade Federal da Bahia
Faculdade de Medicina da UFRJ/ HUCFF|Universidade Federal do Rio de Janeiro
Faculdade de Medicina da UFRJ/RJ|Universidade Federal do Rio de Janeiro
Faculdade de Medicina da UNESP|Universidade Estadual Paulista
Faculdade de Medicina da Universidade de Lisboa|Universidade de Lisboa
Faculdade de Medicina da Universidade de Passo Fundo|Universidade de Passo Fundo
Faculdade de Medicina da Universidade de Sao Paulo (FMUSP)|Universidade de São Paulo
Faculdade de Medicina da Universidade de São Paulo (FMUSP)|Universidade de São Paulo
Faculdade de Medicina da Universidade de São Paulo (HCFMUSP)|Universidade de São Paulo
Faculdade de Medicina da Universidade do Porto|Universidade do Porto
Faculdade de Medicina da Universidade Estácio de Sá|Universidade Estácio de Sá
Faculdade de Medicina da Universidade Estadual de Montes Claros|Universidade Estadual de Montes Claros
Faculdade de Medicina da Universidade Federal da Bahia|Universidade Federal da Bahia
Faculdade de Medicina da Universidade Federal de Juiz de Fora|Universidade Federal de Juiz de Fora
Faculdade de Medicina da Universidade Federal de Minas Gerais (FMUFMG)|Universidade Federal de Minas Gerais
Faculdade de Medicina da Universidade Federal de Minas Gerais (UFMG)|Universidade Federal de Minas Gerais
Faculdade de Medicina da Universidade Federal de Sergipe|Universidade Federal de Sergipe
Faculdade de Medicina da Universidade Federal do Rio de Janeiro|Universidade Federal do Rio de Janeiro
Faculdade de Medicina da Universidade Federal do Rio Grande do Sul|Universidade Federal do Rio Grande do Sul
Faculdade de Medicina da Universidade Federal Fluminense (UFF)|Universidade Federal Fluminense
Faculdade de Medicina da Universidade São Paulo|Universidade de São Paulo
Faculdade de Medicina de Belo Horizonte|Faculdade de Ciências Médicas de Minas Gerais
Faculdade de Medicina de Botucatu - Unesp|Universidade Estadual Paulista
Faculdade de Medicina de Botucatu (FMB/Unesp)|Universidade Estadual Paulista
Faculdade de Medicina de Botucatu-UNESP|Universidade Estadual Paulista
Faculdade de Medicina de Ciências Médicas de Belo Horizonte|Faculdade de Ciências Médicas de Minas Gerais
Faculdade de Medicina de Ribeirão Preto - USP|Universidade de São Paulo
Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo (FMRP-USP)|Universidade de São Paulo
Faculdade de Medicina de Ribeirão Preto -USP|Universidade de São Paulo
Faculdade de Medicina de Ribeirão Preto- USP|Universidade de São Paulo
Faculdade de Medicina de Ribeirão Preto-USP|Universidade de São Paulo
Faculdade de Medicina de Riberão Preto - USP|Universidade de São Paulo
Faculdade de Medicina de Riberão Preto, Universidade de São Paulo|Universidade de São Paulo
Faculdade de Medicina do ABC - FMABC - Santo André (SP)|Faculdade de Medicina do ABC
Faculdade de Medicina do ABC, Santo André, SP, Brasil|Faculdade de Medicina do ABC
Faculdade de Medicina Estácio de Sá|Universidade Estácio de Sá
Faculdade de Medicina Veterinária da Anhanguera Educacional|Universidade Anhanguera
Faculdade de Medicina Veterinária e Zootecnia da USP|Universidade de São Paulo
Faculdade de Medicina, Universidade Federal de Minas Gerais|Universidade Federal de Minas Gerais
Faculdade de Medicina, USP|Universidade de São Paulo
Faculdade de Odontologia da UNESP|Universidade Estadual Paulista
Faculdade de Odontologia de Bauru da Universidadede São Paulo|Universidade de São Paulo
Faculdade de Odontologia de Montes Claros|Universidade Estadual de Montes Claros
Faculdade de Odontologia de Pernambuco - UPE/FOP|Universidade de Pernambuco
Faculdade de Odontologia de São José dos Campos da UNESP|Universidade Estadual Paulista
Faculdade de Psicologia da Universidade Presbiteriana Mackenzie|Universidade Presbiteriana Mackenzie
Faculdade de Tecnologia e Ciências de Feira de Santana|Faculdade de Tecnologia e Ciências Geral de Feira de Santana
Faculdade Estácio|Universidade Estácio de Sá
Faculdade Estácio de Sá de Belo Horizonte|Universidade Estácio de Sá
Faculdade Estácio de Sá de Campo Grande|Universidade Estácio de Sá
Faculdade Estácio de Sá de Juiz de Fora|Universidade Estácio de Sá
Faculdade Estácio de Sá de Ourinhos|Universidade Estácio de Sá
Faculdade Estácio de Sá de Vitória|Universidade Estácio de Sá
Faculdade Estácio de Sá Santa Catarina|Universidade Estácio de Sá
Faculdade Estácio de Santa Catarina|Universidade Estácio de Sá
Faculdade Estácio de Sergipe|Universidade Estácio de Sá
Faculdade Estadual de Ciências Econômicas de Apucarana|Faculdade Estadual de Ciências Econômicas de Apucarana
Faculdade Federal da Bahia|Universidade Federal da Bahia
Faculdade Federal de Minas Gerais|Universidade Federal de Minas Gerais
Faculdade Federal de Santa Catarina|Universidade Federal de Santa Catarina
Faculdade Federal do Rio Grande do Sul|Universidade Federal do Rio Grande do Sul
Faculdade Israelita Albert Einstein|Hospital Israelita Albert Einstein
Faculdade Morumbi Sul|Universidade Anhembi-Morumbi
Faculdade Oswaldo Cruz|Faculdades Oswaldo Cruz
Faculdades Anhanguera|Universidade Anhanguera
Faculdades Anhanguera de Campinas|Universidade Anhanguera
Faculdades Anhanguera Educacional|Universidade Anhanguera
Faculdades Atlântico Sul/Anhanguera Educacional|Universidade Anhanguera
Faculdades Oswaldo Cruz de São Paulo|Faculdades Oswaldo Cruz
Faculdades Santo Agostinho de Montes Claros|Universidade Estadual de Montes Claros
Faculdades Universidade Federal de Lavras|Universidade Federal de Lavras
Faculõade de Ciências Médicas da Santa Casa de São Paulo|Faculdade de Ciências Médicas da Santa Casa de São Paulo
Facultad de Agronomía Eliseu Maciel de la UFPel|Universidade Federal de Pelotas
Facultad de Agronomía. Universidad Agraria de La Habana. (UNAH)|Universidad Agraria de La Habana
Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires|Universidad de Buenos Aires
Facultad de Ciencias Médicas de la Santa Casa de Misericordia de São Paulo|Faculdade de Ciências Médicas da Santa Casa de São Paulo
Facultad de Ciencias Médicas de la Universidad Estadual de Campinas|Universidade Estadual de Campinas
Facultad de Deporte de la Universidad de Porto|Universidade do Porto
Facultad de Derecho dela Universidad de los Andes|Universidad de Los Andes
Facultad de Estudios Superiores Iztacala, UNAM.|Universidad Nacional Autónoma de México
Facultad de Farmacia. Universidad de Los Andes|Universidad de Los Andes
Facultad de Farmacia. Universidad Federal de Rio Grande del Sur|Universidade Federal do Rio Grande do Sul
Facultad de Filosofía y Letras de la UNAM|Universidad Nacional Autónoma de México
Facultad de Ingeniería Universidad de Buenos Aires|Universidad de Buenos Aires
Facultad de Medicina de la Universidad Autónoma del Estado de México|Universidad Nacional Autónoma de México
Facultad de Medicina de la Universidad de Sao Paulo|Universidade de São Paulo
Facultad de Medicina Veterinaria y Zootecnia de la UNAM|Universidad Nacional Autónoma de México
Facultad de Medicina Veterinaria. Universidad Agraria de La Habana|Universidad Agraria de La Habana
Facultad de Medicina. Pontificia Universidad Católica de Chile|Pontificia Universidad Católica de Chile
Facultad de Medicina. Universidad Autónoma de México|Universidad Nacional Autónoma de México
Facultad de Odontología de Araçatuba - UNESP|Universidade Estadual Paulista
Facultad de Odontología de Araçatuba-UNESP|Universidade Estadual Paulista
Facultad de Odontología de Araçatuba-UNESP.|Universidade Estadual Paulista
Facultad de Odontologia de Araraquara - UNESP|Universidade Estadual Paulista
Facultad de Odontología de la Universidad de Los Andes|Universidad de Los Andes
Facultad de Odontología, Universidad de Los Andes.|Universidad de Los Andes
Facultad de Odontología. Universidad de Sao Paulo.|Universidade de São Paulo
Facultad Estácio de Sá|Universidade Estácio de Sá
Facultad Estadual de Ciencias Económicas de Apucarana|Faculdade Estadual de Ciências Econômicas de Apucarana
Facultés Universitaires de Notre-Dame de la Paix|Facultés universitaires Notre-Dame de la Paix
Facultés Universitaires Notre-Dame de la Paix|Facultés universitaires Notre-Dame de la Paix
Facultés Universitaires Notre-Dame de la Paix (FUNDP)|Facultés universitaires Notre-Dame de la Paix
Faculty Anhanguera|Universidade Anhanguera
Faculty of Engineering University of Porto|Universidade do Porto
Faculty of Food Engineering, University of Campinas|Universidade Estadual de Campinas
Faculty of Medical Science of Santa Casa of São Paulo|Faculdade de Ciências Médicas da Santa Casa de São Paulo
Faculty of Medical Sciences of Santa Casa|Faculdade de Ciências Médicas da Santa Casa de São Paulo
Faculty of Medical Sciences of Santa Casa de São Paulo|Faculdade de Ciências Médicas da Santa Casa de São Paulo
Faculty of Medicine of Porto University|Universidade do Porto
Faculty of Medicine UNAM|Universidad Nacional Autónoma de México
Faculty of Pharmaceutical Sciences Oswaldo Cruz|Faculdades Oswaldo Cruz
FAE/UFPEL|Universidade Federal de Pelotas
FAEM/UFPAL|Universidade Federal do Pará
FAEM/UFPel|Universidade Federal de Pelotas
FAEN/UFMT|Universidade Federal do Mato Grosso
Fafich/UFMG|Universidade Federal de Minas Gerais
FAMED/PUCRS|Pontifícia Universidade Católica do Rio Grande do Sul
FAMEDA/UFRGS|Universidade Federal do Rio Grande do Sul
FAMED-PUCRS|Pontifícia Universidade Católica do Rio Grande do Sul
FAPEAM/Embrapa Amazônia Ocidental|Embrapa Amazônia Ocidental
FAPERJ-UENF-UFRRJ|Universidade Federal Rural do Rio de Janeiro
FAQUI, CEPAC / PUCRS|Pontifícia Universidade Católica do Rio Grande do Sul
Far-Manguinhos - FIOCRUZ|Fundação Oswaldo Cruz
Far-Manguinhos-Fiocruz|Fundação Oswaldo Cruz
FA-UFRGS|Universidade Federal do Rio Grande do Sul
FAV- UNB|Universidade de Brasília
FAV/UnB|Universidade de Brasília
FBV/IMIP|Instituto Materno Infantil de Pernambuco
FCA - UNESP|Universidade Estadual Paulista
FCA/UNESP|Universidade Estadual Paulista
FCA/UNESP Botucatu|Universidade Estadual Paulista
FCA/UNESP Fazenda Experimental Lajeado|Universidade Estadual Paulista
FCA/Unicamp|Universidade Estadual de Campinas
FCA-UNESP|Universidade Estadual Paulista
FCAV - UNESP|Universidade Estadual Paulista
FCAV/UNESP|Universidade Estadual Paulista
FCAVJ/UNESP|Universidade Estadual Paulista
FCAVlUNESP|Universidade Estadual Paulista
FCAV-UNESP|Universidade Estadual Paulista
FCE/UERJ|Universidade do Estado do Rio de Janeiro
FCEQyN. UNaM|Universidad Nacional Autónoma de México
FCF/FEA/FSP-USP|Universidade de São Paulo
FCF/USP|Universidade de São Paulo
FCFRP-USP|Universidade de São Paulo
FCFUSP|Universidade de São Paulo
FCM - Unicamp|Universidade Estadual de Campinas
FCM UERJ|Universidade do Estado do Rio de Janeiro
FCM, UNICAMP|Universidade Estadual de Campinas
FCM/UNICAMP|Universidade Estadual de Campinas
FCM-Unicamp|Universidade Estadual de Campinas
FCS/UnB - CNPq|Universidade de Brasília
FCT/UNESP - Campus de Presidente Prudente|Universidade Estadual Paulista
FCT-UNESP|Universidade Estadual Paulista
FE/UNESP|Universidade Estadual Paulista
FEA/UNICAMP|Universidade Estadual de Campinas
FEA/USP|Universidade de São Paulo
FEAGRI/UNICAMP|Universidade Estadual de Campinas
FEAGRI-UNICAMP|Universidade Estadual de Campinas
FEA-PUC-SP|Pontifícia Universidade Católica de São Paulo
FEA-RP/USP|Universidade de São Paulo
FEA-Unicamp|Universidade Estadual de Campinas
FEA-USP|Universidade de São Paulo
FEC - UNICAMP|Universidade Estadual de Campinas
Federal Center for Technical Education of Espírito Santo - CEFETES|Instituto Federal do Espírito Santo
Federal Center of Technological Education of Minas Gerais|Centro Federal de Educação Tecnológica de Minas Gerais
Federal Centre for Technological Education Rio Grande do Norte|Universidade Federal do Rio Grande do Norte
Federal Centre of Tech. Education of Paraíba|Instituto Federal de Educação, Ciência e Tecnologia da Paraíba
Federal Centre of Technology Education of Rio de Janeiro|Centro Federal de Educação Tecnológica do Rio de Janeiro
